batch_number,name,unit_of_measurement,description,category,usage,owner,quantity
0,Καλώδια Τροφοδοσίας,ΤΕΜΑΧΙΑ,,ΚΑΛΩΔΙΩΣΗ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Καλώδια κονσόλας,ΤΕΜΑΧΙΑ,,ΚΑΛΩΔΙΩΣΗ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Καλώδια V35-Smart serial,ΤΕΜΑΧΙΑ,,ΚΑΛΩΔΙΩΣΗ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Καλώδια X21-Smart serial,ΤΕΜΑΧΙΑ,,ΚΑΛΩΔΙΩΣΗ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Καλώδια RS530-Smart serial,ΤΕΜΑΧΙΑ,,ΚΑΛΩΔΙΩΣΗ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Καλώδια RS232-Smart serial,ΤΕΜΑΧΙΑ,,ΚΑΛΩΔΙΩΣΗ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Καλώδια BNC - RJ 45,ΤΕΜΑΧΙΑ,,ΚΑΛΩΔΙΩΣΗ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Racks,ΤΕΜΑΧΙΑ,,RACK,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,PANDATEL ,ΤΕΜΑΧΙΑ,,MODEM,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,PANDACOM,ΤΕΜΑΧΙΑ,,MODEM,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Μετατροπείς G703-X21,ΤΕΜΑΧΙΑ,,ΜΕΤΑΤΡΟΠΕΑΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,VTC LIFESIZE 50,ΤΕΜΑΧΙΑ,,ΣΥΣΤΗΜΑ ΤΗΛΕΔΙΑΣΚΕΨΗΣ,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,Ανυψωτήρες Rack,ΤΕΜΑΧΙΑ,,RACK,ΔΙΔΕΣ ΔΙΚΤΥΑΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΔΙΔΕΣ,0
0,LG LED MONITOR 19’’,ΤΕΜΑΧΙΑ,,ΟΘΟΝΗ,ΣΔΑ ΠΥΡΣΕΙΑ,ΔΙΔΕΣ,0
0,H/Y QUEST,ΤΕΜΑΧΙΑ,,ΥΠΟΛΟΓΙΣΤΗΣ,ΣΔΑ ΠΥΡΣΕΙΑ,ΔΙΔΕΣ,0
0,ΕΞΩΤΕΡΙΚΕΣ ΔΙΣΚΕΤΕΣ,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΣΔΑ ΠΥΡΣΕΙΑ,ΔΙΔΕΣ,0
0,HD 500G,ΤΕΜΑΧΙΑ,,ΕΞΩΤΕΡΙΚΟΙ ΔΙΣΚΟΙ,ΣΔΑ ΠΥΡΣΕΙΑ,ΔΙΔΕΣ,0
0,USB FLASH DRIVE,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΣΔΑ ΠΥΡΣΕΙΑ,ΔΙΔΕΣ,0
0,SERVER HP DL 380,ΤΕΜΑΧΙΑ,,ΕΞΥΠΗΡΕΤΗΤΕΣ,ΣΔΑ ΠΥΡΣΕΙΑ,ΔΙΔΕΣ,0
0,Microtek ScanMaker (A3),ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΣΔΑ ΠΥΡΣΕΙΑ,ΔΙΔΕΣ,0
0,GIGASET DA 610,ΤΕΜΑΧΙΑ,,ΤΗΛΕΦΩΝΙΚΗ ΣΥΣΚΕΥΗ,ΕΨΑΔ-ΤΗΛΕΦΩΝΙΚΟ ΚΕΝΤΡΟ,ΔΙΔΕΣ,0
0,GIGASET NEC,ΤΕΜΑΧΙΑ,,ΤΗΛΕΦΩΝΙΚΗ ΣΥΣΚΕΥΗ,ΕΨΑΔ-ΤΗΛΕΦΩΝΙΚΟ ΚΕΝΤΡΟ,ΔΙΔΕΣ,0
0,ALCATEL 4035,ΤΕΜΑΧΙΑ,,ΤΗΛΕΦΩΝΙΚΗ ΣΥΣΚΕΥΗ,ΕΨΑΔ-ΤΗΛΕΦΩΝΙΚΟ ΚΕΝΤΡΟ,ΔΙΔΕΣ,0
0,ALCATEL 4010,ΤΕΜΑΧΙΑ,,ΤΗΛΕΦΩΝΙΚΗ ΣΥΣΚΕΥΗ,ΕΨΑΔ-ΤΗΛΕΦΩΝΙΚΟ ΚΕΝΤΡΟ,ΔΙΔΕΣ,0
0,Οθόνη IBM Τηλ.Κέντρου,ΤΕΜΑΧΙΑ,,ΟΘΟΝΗ,ΕΨΑΔ-ΤΗΛΕΦΩΝΙΚΟ ΚΕΝΤΡΟ,ΔΙΔΕΣ,0
0,Εξυπηρετητής IBM Τηλ.Κέντρου,ΤΕΜΑΧΙΑ,,ΕΞΥΠΗΡΕΤΗΤΕΣ,ΕΨΑΔ-ΤΗΛΕΦΩΝΙΚΟ ΚΕΝΤΡΟ,ΔΙΔΕΣ,0
0,Πολυμηχανήμα LEXMARK Χ204Ν,ΤΕΜΑΧΙΑ,,ΕΚΤΥΠΩΤΗΣ,ΚΡΥΠΤΟ,ΔΙΔΕΣ,0
0,DELL Οθόνες,ΤΕΜΑΧΙΑ,,ΟΘΟΝΗ,ΚΡΥΠΤΟ,ΔΙΔΕΣ,0
0,MGE Pulsar Extreme 1000,ΤΕΜΑΧΙΑ,,UPS,UPS,ΔΙΔΕΣ,0
0,APC Smart Ups 1400 XL,ΤΕΜΑΧΙΑ,,UPS,UPS,ΔΙΔΕΣ,0
0,Κομμάτια αντιστατικού Δαπέδου,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,INTRACOM RCE,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Οθόνη HP W1972,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Πολυμηχανήμα Officejet ,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,CISCO Router 1601 ,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,CISCO Router 1751,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,CISCO Router 1720,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,CISCO Router 3600 ,ΤΕΜΑΧΙΑ,,ΔΡΟΜΟΛΟΓΗΤΗΣ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Υπολογιστής HP COMPAQ,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Κάρτα VIC 2FXS,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Κάρτα VIC 3 – 4 FXS / DID,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Κάρτα VWIC 1MFT – T1/E1,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Κάρτα WIC 2 A/S,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Κάρτα VWIC2 2MFT – G703,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Κάρτα WIC - 2T,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Κάρτα VWIC2 2MFT – T1/E1,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Module 2W,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Module Voice 2V,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,PANDATEL,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,ULAF Siemens,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,ALCATEL Modem,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,PANDATEL 64 Kbps,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Τροφοδοτικό Cisco 2800,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Οθόνη PHILIPS 170 C,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Οθόνη PHILIPS 190 WV,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Οθόνη HP 1730,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
0,Οθόνη L170 C,ΤΕΜΑΧΙΑ,,ΛΟΙΠΑ ΥΛΙΚΑ,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΙΔΕΣ,0
751,ΤΕΧΝΙΚΑ ΕΓΧΕΙΡΙΔΙΑ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
798,Τ.Δ.FD177/RACAL/PRM4720B,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,10
1005,MINI LINK ROUTERBOARD 2X16 db(MIKROTIK),ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,8
1509,ΤΡΟΦΟΔΟΤΙΚΟ ΜΕΚΑΛΩΔΙΟ ΣΥΝΔΕΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
1521,ΚΑΛΩΔΙΟ ΤΕΤΡΑΠΟΛΙΚΟ,ΜΕΤΡΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,3625
1522,ΑΤΡΑΚΤΟΙ DR-8,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,13
1569,ΑΤΡΑΚΤΟΙ ΠΡΟΤΟΝΩΝ RL-28,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,10
1621,ΦΟΡΤΙΣΤΗΣ ΜΠΑΤΑΡΙΑΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,20
1622,ΔΟΡΥΦΟΡΙΚΟ ΤΕΡΜΑΤΙΚΟ THURAYA MAINSTREAM,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
1623,MODEM,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
1624,ΔΟΡΥΦΟΡΙΚΟ ΤΗΛΕΦΩΝΟ IRIDIUM 9575,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
1627,ΔΟΡΥΦΟΡΙΚΟ ΤΗΛΕΦΩΝΟ IRIDIUM 9555,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
5968,ΣΥΣΤΗΜΑ ΔΟΡΥΦΟΡΙΚΟΥ ΤΕΡΜΑΤΙΚΟΥ ΥΨΗΛΩΝ ΡΥΘΜ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,11
5976,ΔΟΡΥΦΟΡΙΚΟΣ ΕΝΙΣΧΥΤΗΣ 4W ACTOX,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
5978,LNB ΔΟΡΥΦΟΡΙΚΟΣ ΔΕΚΤΗΣ SAT-4,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,5
5986,UBIQUITI AF-5XHD AIRFIBER 5XH (MINI LINK 20-100 ΧΛ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
5987,ΚΕΡΑΙΑ ROCKET DISH 972MM RADOME (MINI LINK 100-2,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,8
5988,ΖΕΥΓΟΣ ΜΙΚΡ/ΚΩΝ ΣΥΣΤΗΜ.(ROUTERBOARD RBLHG),ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
5993,ROUTERBOARD CCR1016 12G,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
5995,MIKROTIK RB1100AHX4 ROUTER,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,22
5999,Σ/Α HF/SSB ΦΟΡΗΤΟΣ ΚΑΝΟΝΙΚΗΣ ΙΣΧΥΟΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,1
6049,ΚΑΛΩΔΙΟ ΔΙΑΣΥΝΔΕΣΗΣ ΔΕΔΟΜΕΝΩΝ CBF 305/V3,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,5
6050,ΚΑΛΩΔΙΑ ΔΙΑΣΥΝΔΕΣΗΣ ΔΕΔΟΜΕΝΩΝ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
6052,ΚΑΛΩΔ ΑΝΑΜΕΤ CBF-209,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,13
6054,Σ/Α HF/SSB ΟΧΗΜΑΤΟΣ ΚΑΝ/ΥΨΗΛ ΙΣΧΥΟΣ TRC-3600,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,3
6132,ΔΟΡΥΦΟΡΙΚΟ ΤΕΡΜΑΤΙΚΟ IRIDIUM 9505A,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
6151,ΔΙΑΧΩΡΙΣΤΙΚΗ ΟΡΙΟΛΩΡ 10,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,10
6255,Σ/Α ΦΟΡΗΤΟΣ ΧΑΜΗΛΗΣ ΙΣΧΥΟΣ PRC-9200,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
6262,Σ/Α ΑΝ /PRC-77,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6268,ΗΛΕΚΤΡΙΚΟΣ ΠΙΝΑΚΑΣ ΠΛΗΡΗΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6269,ΚΑΤΑΝΕΜΗΤΗΣ ΞΩΤ. ΧΩΡΟΥ ΣΤΕΓΑΝΟΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6270,ΙΚΡΙΩΜΑ ΕΞΟΠΛ. RACK 22''U ΜΕ ΔΥΟ(2) PATCH PANEL 2,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6276,ΣΥΛΛΟΓΗ ΠΡΟΣΔΕΣΕΩΝ ΚΛΩΒΟΥ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6277,ΠΑΓΚΟΣ ΕΡΓΑΣΙΑΣ MDF 170X50X75,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6278,ΣΥΛΛΟΓΗ ΓΕΙΩΣΕΩΣ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6279,ΒΑΣΗ ΕΓΚΑΤΑΣΤΑΣΗΣ ΔΟΡΥΦ. ΚΕΡΑΙΑΣ FLYAWAY,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6280,ROUTER MIKROTIK CCR 1036-8G-2S,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,15
6281,ΜΗΧΑΝΙΣΜΟΣ ΡΥΘΜΙΣΗΣ ΠΟΛΩΣΗΣ ΚΕΡΑΙΑΣ FLYAWAY,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6282,ΜΗΧΑΝΙΣΜΟΣ ΚΙΝΗΣΗΣ ΚΑΤΆ ΑΖΙΜΟΥΘΙΟ ΚΕΡΑΙΑΣ FL,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6283,ΜΗΧΑΝΙΣΜΟΣ ΑΝΥΨΩΣΗΣ ΚΕΡΑΙΑΣ FLYAWAY,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
6284,ΚΑΛΩΔΙΟ ΦΟΡΤΩΣΗΣ ΔΕΔΟΜ. FILL DEVICE DS-101,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,20
7700,ΣΗΜΕΙΟ ΠΡΟΣΒΑΣΗΣ 5GHZ,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
7701,ΠΟΜΠΟΔΕΚΤΗΣ MSMS,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
7702,ΠΟΜΠΟΔΕΚΤΗΣ GBE-LR,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,4
7703,TRANSCEIVER UBIQUITI R5AC LITE (ΠΟΜΠΟΔΕΚΤΗΣ),ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,6
7704,UBIQUITI AF5XHD AIRFIBER 5XH (ΠΟΜΠΟΔΕΚΤΗΣ),ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,8
7705,ΠΟΜΠΟΔΕΚΤΗς RB MetalLG-52SHP can,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7706,RD.RD2 (ΠΡΟΣΤΑΤΕΥΤΙΚΟ ΚΑΛΥΜΜΑ),ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,8
7707,ΠΟΜΠΟΔΕΚΤΗς RBLHG-5HPnD-XL,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
7708,ΠΟΜΠΟΔΕΚΤΗΣ RBLHYG-2nD-XL,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,5
7709,ΔΙΠΛΕΚΤΗΣ ΧΑΜΗΛΗΣ ΜΠΑΝΤΑΣ AF-11-DNP-L,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,3
7710,ΔΙΠΛΕΚΤΗΣ ΧΑΜΗΛΗΣ ΜΠΑΝΤΑΣ AF-11-DVP-H,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,3
7711,ΠΟΜΠΟΔΕΚΤΗΣ AF-11,ΤΕΜΑΧΙΑ,,ΚΑΜΙΑ ΕΠΙΛΟΓΗ,ΔΟΡΥΦΟΡΙΚΑ,ΔΟΡΥΦΟΡΙΚΑ,2
